Experiment, No. of survey robots (K1), No. of sprayer robots (K2), Maximum coverage path length, Maximum spraying path length, Coverage runtime, Weed detection runtime, Spraying runtime
1,10,5,1437,10,96.57383179664612,?,5.9289679527282715
